x,y,z,c,time_ms,drive_voltage_V,L_didt_V,current_A
3.2500000000000004,20.0,0.3890614220411096,1.0074423929915735,3.2500000000000004,20.0,0.3890614220411096,1.0074423929915735
3.3,20.0,0.43374382905122133,1.1246295683051606,3.3,20.0,0.43374382905122133,1.1246295683051606
3.35,20.0,0.4834252293429154,1.2552752999470949,3.35,20.0,0.4834252293429154,1.2552752999470949
3.4000000000000004,20.0,0.5386328704184158,1.4008853087853224,3.4000000000000004,20.0,0.5386328704184158,1.4008853087853224
3.45,20.0,0.599941920336955,1.5631241251764114,3.45,20.0,0.599941920336955,1.5631241251764114
3.5,20.0,0.6679779590498042,1.7438295228682654,3.5,20.0,0.6679779590498042,1.7438295228682654
3.5500000000000003,20.0,0.7434191100675336,1.9450277033049534,3.5500000000000003,20.0,0.7434191100675336,1.9450277033049534
3.6000000000000005,20.0,0.8269976531548574,2.1689491219999937,3.6000000000000005,20.0,0.8269976531548574,2.1689491219999937
3.65,20.0,0.9195009259434023,2.4180448006610953,3.65,20.0,0.9195009259434023,2.4180448006610953
3.7,20.0,1.0217712867271846,2.6950029108850115,3.7,20.0,1.0217712867271846,2.6950029108850115
3.7500000000000004,20.0,1.134704873327604,3.002765346646212,3.7500000000000004,20.0,1.134704873327604,3.002765346646212
3.8,20.0,1.2592488554978842,3.344543922949707,3.8,20.0,1.2592488554978842,3.344543922949707
3.85,20.0,1.3963968434085419,3.723835746894853,3.85,20.0,1.3963968434085419,3.723835746894853
3.9000000000000004,20.0,1.5471820858232517,4.144437205752848,3.9000000000000004,20.0,1.5471820858232517,4.144437205752848
3.95,20.0,1.7126680732655453,4.61045590630202,3.95,20.0,1.7126680732655453,4.61045590630202
4.0,20.0,1.8939361596104864,5.126319783791642,4.0,20.0,1.8939361596104864,5.126319783791642
4.05,20.0,2.092069837078748,5.6967824824695,4.05,20.0,2.092069837078748,5.6967824824695
4.1000000000000005,20.0,2.308135352446409,6.326923999661894,4.1000000000000005,20.0,2.308135352446409,6.326923999661894
4.15,20.0,2.543158444719784,7.022145491362619,4.15,20.0,2.543158444719784,7.022145491362619
4.2,20.0,2.7980971244643773,7.788157071097494,4.2,20.0,2.7980971244643773,7.788157071097494
4.25,20.0,3.073810608700805,8.630957409791584,4.25,20.0,3.073810608700805,8.630957409791584
4.3,20.0,3.3710247758275798,9.556803978677369,4.3,20.0,3.3710247758275798,9.556803978677369
4.3500000000000005,20.0,3.6902948102526025,10.57217288705917,4.3500000000000005,20.0,3.6902948102526025,10.57217288705917
4.4,20.0,4.031966056899373,11.683707468460556,4.4,20.0,4.031966056899373,11.683707468460556
4.45,20.0,4.396134482944798,12.898155075960368,4.45,20.0,4.396134482944798,12.898155075960368
4.500000000000001,20.0,4.782608519160472,14.22229196841362,4.500000000000001,20.0,4.782608519160472,14.22229196841362
4.55,20.0,5.190874386962697,15.66283670310051,4.55,20.0,5.190874386962697,15.66283670310051
4.6,20.0,5.620067262394697,17.22635308471578,4.6,20.0,5.620067262394697,17.22635308471578
4.65,20.0,6.068950733547965,18.91914442881057,4.65,20.0,6.068950733547965,18.91914442881057
4.7,20.0,6.53590692503113,20.74714163771056,4.7,20.0,6.53590692503113,20.74714163771056
4.75,20.0,7.018939355210265,22.71578830187656,4.75,20.0,7.018939355210265,22.71578830187656
4.800000000000001,20.0,7.5156900431862335,24.829926661879654,4.800000000000001,20.0,7.5156900431862335,24.829926661879654
4.8500000000000005,20.0,8.023471606076741,27.093688723080326,4.8500000000000005,20.0,8.023471606076741,27.093688723080326
4.8999999999999995,20.0,8.539314130294654,29.51039703816368,4.8999999999999995,20.0,8.539314130294654,29.51039703816368
4.95,20.0,9.060025543619387,32.08247960752954,4.95,20.0,9.060025543619387,32.08247960752954
5.0,20.0,9.582263164431502,34.811402964041406,5.0,20.0,9.582263164431502,34.811402964041406
5.050000000000001,20.0,10.195674144567375,37.69762680874969,5.050000000000001,20.0,10.195674144567375,37.69762680874969
5.1000000000000005,20.0,10.77578225897655,40.76861299687239,5.1000000000000005,20.0,10.77578225897655,40.76861299687239
5.15,20.0,11.289449320025831,44.014330544756895,5.15,20.0,11.289449320025831,44.014330544756895
5.200000000000001,20.0,11.724817991345642,47.41476708693335,5.200000000000001,20.0,11.724817991345642,47.41476708693335
5.25,20.0,12.097115119914335,50.946338771073606,5.25,20.0,12.097115119914335,50.946338771073606
5.3,20.0,12.44353194290618,54.59004814454178,5.3,20.0,12.44353194290618,54.59004814454178
5.3500000000000005,20.0,12.808462877942626,58.33809993457376,5.3500000000000005,20.0,12.808462877942626,58.33809993457376
5.4,20.0,13.224670703771205,62.19607068094202,5.4,20.0,13.224670703771205,62.19607068094202
5.45,20.0,13.698107074512661,66.1794052302707,5.45,20.0,13.698107074512661,66.1794052302707
5.500000000000001,20.0,14.20305988406552,70.30534109608777,5.500000000000001,20.0,14.20305988406552,70.30534109608777
5.55,20.0,14.690298390248705,74.58337118164968,5.55,20.0,14.690298390248705,74.58337118164968
5.6,20.0,15.105528940346261,79.00815985341134,5.6,20.0,15.105528940346261,79.00815985341134
5.65,20.0,15.41100481837563,83.55801796797347,5.65,20.0,15.41100481837563,83.55801796797347
5.7,20.0,15.601497807002032,88.19988688917095,5.7,20.0,15.601497807002032,88.19988688917095
5.75,20.0,15.707828303782719,92.8991332165812,5.75,20.0,15.707828303782719,92.8991332165812
5.800000000000001,20.0,15.78603873423006,97.63040680205793,5.800000000000001,20.0,15.78603873423006,97.63040680205793
5.8500000000000005,20.0,15.896118435005437,102.38523774610313,5.8500000000000005,20.0,15.896118435005437,102.38523774610313
5.8999999999999995,20.0,16.078556516675953,107.17322522652645,5.8999999999999995,20.0,16.078556516675953,107.17322522652645
5.95,20.0,16.33808727441363,112.01616393636861,5.95,20.0,16.33808727441363,112.01616393636861
6.0,20.0,16.641300708249712,116.937274561192,6.0,20.0,16.641300708249712,116.937274561192
6.050000000000001,20.0,16.929357449172983,121.94971453355637,6.050000000000001,20.0,16.929357449172983,121.94971453355637
6.1000000000000005,20.0,17.141033248590894,127.0489185845121,6.1000000000000005,20.0,17.141033248590894,127.0489185845121
6.15,20.0,17.237133248796397,132.21188040637682,6.15,20.0,17.237133248796397,132.21188040637682
6.200000000000001,20.0,17.216650361136974,137.40378801143598,6.200000000000001,20.0,17.216650361136974,137.40378801143598
6.25,20.0,17.118187629648407,142.5895260720194,6.25,20.0,17.118187629648407,142.5895260720194
6.3,20.0,17.005899688791317,147.74560668335928,6.3,20.0,17.005899688791317,147.74560668335928
6.3500000000000005,20.0,16.94528259976888,152.8678656257663,6.3500000000000005,20.0,16.94528259976888,152.8678656257663
6.4,20.0,16.97816473096683,157.97186640882924,6.4,20.0,16.97816473096683,157.97186640882924
6.45,20.0,17.106636072811163,163.0857714482771,6.45,20.0,17.106636072811163,163.0857714482771
6.500000000000001,20.0,17.29223561457545,168.23837267502745,6.500000000000001,20.0,17.29223561457545,168.23837267502745
6.550000000000001,20.0,17.47081870147953,173.44687737821283,6.550000000000001,20.0,17.47081870147953,173.44687737821283
6.6,20.0,17.57743952243312,178.7091721678151,6.6,20.0,17.57743952243312,178.7091721678151
6.65,20.0,17.57167408048268,184.00358166252386,6.65,20.0,17.57167408048268,184.00358166252386
6.7,20.0,17.45359792616562,189.29625457833188,6.7,20.0,17.45359792616562,189.29625457833188
6.75,20.0,17.264208920593976,194.5533623874179,6.75,20.0,17.264208920593976,194.5533623874179
6.800000000000001,20.0,17.07007072997484,199.75342531530765,6.800000000000001,20.0,17.07007072997484,199.75342531530765
6.8500000000000005,20.0,16.93803834590539,204.89501288457717,6.8500000000000005,20.0,16.93803834590539,204.89501288457717
6.9,20.0,16.909764365990707,209.99683166346435,6.9,20.0,16.909764365990707,209.99683166346435
6.95,20.0,16.985792466499674,215.09013418334106,6.95,20.0,16.985792466499674,215.09013418334106
7.0,20.0,17.125377630292007,220.20633673349158,7.0,20.0,17.125377630292007,220.20633673349158
7.050000000000001,20.0,17.262139260594488,225.36458300767592,7.050000000000001,20.0,17.262139260594488,225.36458300767592
7.1000000000000005,20.0,17.329571496307018,230.56402254399956,7.1000000000000005,20.0,17.329571496307018,230.56402254399956
7.15,20.0,17.286641631865418,235.78377299469443,7.15,20.0,17.286641631865418,235.78377299469443
7.200000000000001,20.0,17.133660410076562,240.9905927633286,7.200000000000001,20.0,17.133660410076562,240.9905927633286
7.25,20.0,16.91232697530589,246.15133385070106,7.25,20.0,16.91232697530589,246.15133385070106
7.3,20.0,16.689911460763742,251.24540824085344,7.3,20.0,16.689911460763742,251.24540824085344
7.3500000000000005,20.0,16.53361682521566,256.2724900061437,7.3500000000000005,20.0,16.53361682521566,256.2724900061437
7.4,20.0,16.48492892394326,261.25249507397973,7.4,20.0,16.48492892394326,261.25249507397973
7.45,20.0,16.54377583197717,266.217835111312,7.45,20.0,16.54377583197717,266.217835111312
7.500000000000001,20.0,16.66856855143007,271.2009001209437,7.500000000000001,20.0,16.66856855143007,271.2009001209437
7.550000000000001,20.0,16.792120001757525,276.22155329908526,7.550000000000001,20.0,16.792120001757525,276.22155329908526
7.6,20.0,16.847362732561372,281.27942076949415,7.6,20.0,16.847362732561372,281.27942076949415
7.65,20.0,16.793033647138426,286.3539276166512,7.65,20.0,16.793033647138426,286.3539276166512
7.7,20.0,16.62950225774984,291.412070281452,7.7,20.0,16.62950225774984,291.412070281452
7.75,20.0,16.39868500411035,296.42095650366576,7.75,20.0,16.39868500411035,296.42095650366576
7.800000000000001,20.0,16.168071936876025,301.36031945671107,7.800000000000001,20.0,16.168071936876025,301.36031945671107
7.850000000000001,20.0,16.004967159511544,306.2302206425171,7.850000000000001,20.0,16.004967159511544,306.2302206425171
7.9,20.0,15.950787754367306,311.05099388333383,7.9,20.0,15.950787754367306,311.05099388333383
7.95,20.0,16.005246019354917,315.8554480262155,7.95,20.0,16.005246019354917,315.8554480262155
8.0,20.0,16.126464011606835,320.676305260961,8.0,20.0,16.126464011606835,320.676305260961
8.05,20.0,16.246980758105494,325.5336739391558,8.05,20.0,16.246980758105494,325.5336739391558
8.1,20.0,16.29953822404626,330.4273428421996,8.1,20.0,16.29953822404626,330.4273428421996
8.15,20.0,16.242793884960715,335.3368423072738,8.15,20.0,16.242793884960715,335.3368423072738
8.200000000000001,20.0,16.07713435323465,340.2292501039487,8.200000000000001,20.0,16.07713435323465,340.2292501039487
8.25,20.0,15.844545970064793,345.07176045130853,8.25,20.0,15.844545970064793,345.07176045130853
8.3,20.0,15.612589689898908,349.84421405674976,8.3,20.0,15.612589689898908,349.84421405674976
8.35,20.0,15.448601367615117,354.5468013127434,8.35,20.0,15.448601367615117,354.5468013127434
8.4,20.0,15.393973873484617,359.19999449576,8.4,20.0,15.393973873484617,359.19999449576
8.450000000000001,20.0,15.448347003846857,363.83673361427947,8.450000000000001,20.0,15.448347003846857,363.83673361427947
8.5,20.0,15.569746464130672,368.4898501817032,8.5,20.0,15.569746464130672,368.4898501817032
8.55,20.0,15.69062019258755,373.17953285162207,8.55,20.0,15.69062019258755,373.17953285162207
8.6,20.0,15.743646791948256,377.90562327107614,8.6,20.0,15.743646791948256,377.90562327107614
8.65,20.0,15.687457204691075,382.64768555780756,8.65,20.0,15.687457204691075,382.64768555780756
8.700000000000001,20.0,15.52244343560085,387.3728232700639,8.700000000000001,20.0,15.52244343560085,387.3728232700639
8.75,20.0,15.290614669265747,392.0482580398232,8.75,20.0,15.290614669265747,392.0482580398232
8.8,20.0,15.05955505005446,396.65386486791533,8.8,20.0,15.05955505005446,396.65386486791533
8.85,20.0,14.896610729371064,401.18987542516066,8.85,20.0,14.896610729371064,401.18987542516066
8.9,20.0,14.8431664490768,405.6768063677423,8.9,20.0,14.8431664490768,405.6768063677423
8.95,20.0,14.898837992473467,410.1476396355365,8.95,20.0,14.898837992473467,410.1476396355365
9.000000000000002,20.0,15.021619226873689,414.6352414404984,9.000000000000002,20.0,15.021619226873689,414.6352414404984
9.05,20.0,15.143928018774682,419.15982554497845,9.05,20.0,15.143928018774682,419.15982554497845
9.1,20.0,15.198422059479043,423.721249647019,9.1,20.0,15.198422059479043,423.721249647019
9.15,20.0,15.143723529944914,428.29908761674164,9.15,20.0,15.143723529944914,428.29908761674164
9.2,20.0,14.980226199332987,432.8604501257612,9.2,20.0,14.980226199332987,432.8604501257612
9.250000000000002,20.0,14.749946768881989,437.3725664508615,9.250000000000002,20.0,14.749946768881989,437.3725664508615
9.3,20.0,14.520477015484845,441.81532150172956,9.3,20.0,14.520477015484845,441.81532150172956
9.350000000000001,20.0,14.35916647813087,446.1889591569961,9.350000000000001,20.0,14.35916647813087,446.1889591569961
9.4,20.0,14.307397220653396,450.5140093010114,9.4,20.0,14.307397220653396,450.5140093010114
9.45,20.0,14.364777120486439,454.8234662951841,9.45,20.0,14.364777120486439,454.8234662951841
9.5,20.0,14.489289565925356,459.15020639171615,9.5,20.0,14.489289565925356,459.15020639171615
9.55,20.0,14.613342529555148,463.5144502368744,9.55,20.0,14.613342529555148,463.5144502368744
9.600000000000001,20.0,14.669586827821144,467.9160594325235,9.600000000000001,20.0,14.669586827821144,467.9160594325235
9.65,20.0,14.616641769253576,472.3346096818672,9.65,20.0,14.616641769253576,472.3346096818672
9.700000000000001,20.0,14.454901717350712,476.7372126244135,9.700000000000001,20.0,14.454901717350712,476.7372126244135
9.75,20.0,14.226385862063669,481.09109868385644,9.75,20.0,14.226385862063669,481.09109868385644
9.799999999999999,20.0,13.998688507286527,485.37615466640574,9.799999999999999,20.0,13.998688507286527,485.37615466640574
9.850000000000001,20.0,13.83916032149758,489.5926271083595,9.850000000000001,20.0,13.83916032149758,489.5926271083595
9.9,20.0,13.789182501183085,493.7610488919431,9.9,20.0,13.789182501183085,493.7610488919431
9.950000000000001,20.0,13.848360335547838,497.91441711519104,9.950000000000001,20.0,13.848360335547838,497.91441711519104
10.0,20.0,13.974673777848569,502.085609987344,10.0,20.0,13.974673777848569,502.085609987344
10.05,20.0,14.100527558586391,506.29484907705745,10.05,20.0,14.100527558586391,506.29484907705745
10.100000000000001,20.0,14.158570246306752,510.54199593205334,10.100000000000001,20.0,14.158570246306752,510.54199593205334
10.15,20.0,14.107420219459971,514.8066255243144,10.15,20.0,14.107420219459971,514.8066255243144
10.200000000000001,20.0,13.947472052833945,519.055848481983,10.200000000000001,20.0,13.947472052833945,519.055848481983
10.25,20.0,13.720745771316173,523.2568942810294,10.25,20.0,13.720745771316173,523.2568942810294
10.3,20.0,13.494836526306196,527.3896490314258,10.3,20.0,13.494836526306196,527.3896490314258
10.35,20.0,13.33709537367402,531.454358828506,10.35,20.0,13.33709537367402,531.454358828506
10.400000000000002,20.0,13.288903239894017,535.471556230215,10.400000000000002,20.0,13.288903239894017,535.471556230215
10.450000000000001,20.0,13.349864577615666,539.4742379289783,10.450000000000001,20.0,13.349864577615666,539.4742379289783
10.5,20.0,13.47795822475382,543.4952814764529,10.5,20.0,13.47795822475382,543.4952814764529
10.55,20.0,13.605587859974035,547.5549074477643,10.55,20.0,13.605587859974035,547.5549074477643
10.6,20.0,13.665401327250699,551.6529760802866,10.6,20.0,13.665401327250699,551.6529760802866
10.65,20.0,13.616016714257345,555.7690608174104,10.65,20.0,13.616016714257345,555.7690608174104
10.700000000000001,20.0,13.457828680700892,559.8702706711024,10.700000000000001,20.0,13.457828680700892,559.8702706711024
10.75,20.0,13.232857541642078,563.9238335267352,10.75,20.0,13.232857541642078,563.9238335267352
10.8,20.0,13.008698742738266,567.9096339910852,10.8,20.0,13.008698742738266,567.9096339910852
10.85,20.0,12.85270348259528,571.827916744922,10.85,20.0,12.85270348259528,571.827916744922
10.9,20.0,12.806252613955321,575.6992129746194,10.9,20.0,12.806252613955321,575.6992129746194
10.95,20.0,12.868950329180434,579.5565179788229,10.95,20.0,12.868950329180434,579.5565179788229
11.000000000000002,20.0,12.998775114072503,583.4327078370097,11.000000000000002,20.0,12.998775114072503,583.4327078370097
11.05,20.0,13.128130316040135,587.3480015460677,11.05,20.0,13.128130316040135,587.3480015460677
11.1,20.0,13.189663555484302,591.3022576653569,11.1,20.0,13.189663555484302,591.3022576653569
11.15,20.0,13.14199283925668,595.2750478929124,11.15,20.0,13.14199283925668,595.2750478929124
11.2,20.0,12.98551286986714,599.2334794710018,11.2,20.0,12.98551286986714,599.2334794710018
11.250000000000002,20.0,12.762244072694987,603.1447785281907,11.250000000000002,20.0,12.762244072694987,603.1447785281907
11.3,20.0,12.539782005007549,606.9888279476771,11.3,20.0,12.539782005007549,606.9888279476771
11.350000000000001,20.0,12.385477927087264,610.7658707202697,11.350000000000001,20.0,12.385477927087264,610.7658707202697
11.4,20.0,12.340712682040088,614.4964363609587,11.4,20.0,12.340712682040088,614.4964363609587
11.45,20.0,12.40509039112642,618.2135184941033,11.45,20.0,12.40509039112642,618.2135184941033
11.5,20.0,12.536589438765793,621.9499915034787,11.5,20.0,12.536589438765793,621.9499915034787
11.55,20.0,12.66761307779821,625.7260726597335,11.55,20.0,12.66761307779821,625.7260726597335
11.600000000000001,20.0,12.730808869452785,629.541618767504,11.600000000000001,20.0,12.730808869452785,629.541618767504
11.65,20.0,12.684794808350388,633.3761997522789,11.65,20.0,12.684794808350388,633.3761997522789
11.700000000000001,20.0,12.52996562541482,637.1969210800953,11.700000000000001,20.0,12.52996562541482,637.1969210800953
11.75,20.0,12.308341796613306,640.9710071118468,11.75,20.0,12.308341796613306,640.9710071118468
11.799999999999999,20.0,12.087518930174664,644.6783389782966,11.799999999999999,20.0,12.087518930174664,644.6783389782966
11.850000000000001,20.0,11.934848320853675,648.3191579331684,11.850000000000001,20.0,11.934848320853675,648.3191579331684
11.9,20.0,11.8917108227018,651.9139917647508,11.9,20.0,11.8917108227018,651.9139917647508
11.950000000000001,20.0,11.957710547639874,655.4958323739983,11.950000000000001,20.0,11.957710547639874,655.4958323739983
12.0,20.0,12.090825860728941,659.0975524184681,12.0,20.0,12.090825860728941,659.0975524184681
12.05,20.0,12.223459997642882,662.73936743676,12.05,20.0,12.223459997642882,662.73936743676
12.100000000000001,20.0,12.288260514046662,666.421132496291,12.100000000000001,20.0,12.288260514046662,666.421132496291
12.15,20.0,12.24384541439942,670.1224157836544,12.15,20.0,12.24384541439942,670.1224157836544
12.200000000000001,20.0,12.090609452793078,673.8103210289555,12.200000000000001,20.0,12.090609452793078,673.8103210289555
12.25,20.0,11.870573135612615,677.4520708641342,12.25,20.0,11.870573135612615,677.4520708641342
12.3,20.0,11.651332101577808,681.027544700162,12.3,20.0,11.651332101577808,681.027544700162
12.35,20.0,11.500237670456722,684.5369820801553,12.35,20.0,11.500237670456722,684.5369820801553
12.400000000000002,20.0,11.458670713519814,688.0009090893291,12.400000000000002,20.0,11.458670713519814,688.0009090893291
12.450000000000001,20.0,11.526235353180038,691.4523159307507,12.450000000000001,20.0,11.526235353180038,691.4523159307507
12.5,20.0,11.660909961643352,694.9240735672507,12.5,20.0,11.660909961643352,694.9240735672507
12.55,20.0,11.795097782401406,698.4363958448541,12.55,20.0,11.795097782401406,698.4363958448541
12.6,20.0,11.861446382707546,701.9891361407582,12.6,20.0,11.861446382707546,701.9891361407582
12.65,20.0,11.818573783631168,705.5618609548268,12.65,20.0,11.818573783631168,705.5618609548268
12.700000000000001,20.0,11.666874760214213,709.1216723354386,12.700000000000001,20.0,11.666874760214213,709.1216723354386
12.750000000000002,20.0,11.448369842130017,712.6357912391176,12.750000000000002,20.0,11.448369842130017,712.6357912391176
12.8,20.0,11.230654691362878,716.0840954084339,12.8,20.0,11.230654691362878,716.0840954084339
12.85,20.0,11.081080649094366,719.4668227251094,12.85,20.0,11.081080649094366,719.4668227251094
12.9,20.0,11.041028605394942,722.804497619415,12.9,20.0,11.041028605394942,722.804497619415
12.950000000000001,20.0,11.110102699215691,726.1301086451364,12.950000000000001,20.0,11.110102699215691,726.1301086451364
13.000000000000002,20.0,11.246281318151507,729.4765251208038,13.000000000000002,20.0,11.246281318151507,729.4765251208038
13.05,20.0,11.381967721257372,732.8639592527771,13.05,20.0,11.381967721257372,732.8639592527771
13.100000000000001,20.0,11.449809492544269,736.2922627832763,13.100000000000001,20.0,11.449809492544269,736.2922627832763
13.15,20.0,11.408424671445623,739.7410005822354,13.15,20.0,11.408424671445623,739.7410005822354
13.2,20.0,11.258208052749392,743.1772730736348,13.2,20.0,11.258208052749392,743.1772730736348
