x,y,z,c,time_ms,drive_voltage_V,current_A,dI_dt_A_per_s
1.85,20.0,0.044678962778615064,106.53539960644294,1.85,20.0,0.044678962778615064,106.53539960644294
1.9,20.0,0.05000573275893721,119.03670466837242,1.9,20.0,0.05000573275893721,119.03670466837242
1.9500000000000002,20.0,0.05595756799235583,133.00395470147828,1.9500000000000002,20.0,0.05595756799235583,133.00395470147828
2.0,20.0,0.06260776572742974,148.60862694516868,2.0,20.0,0.06260776572742974,148.60862694516868
2.0500000000000003,20.0,0.07003819707468817,166.04215218577426,2.0500000000000003,20.0,0.07003819707468817,166.04215218577426
2.1,20.0,0.07834030468397687,185.51821055914766,2.1,20.0,0.07834030468397687,185.51821055914766
2.15,20.0,0.08761621521193426,207.27528501987717,2.15,20.0,0.08761621521193426,207.27528501987717
2.2,20.0,0.09797997946292812,231.5794997735144,2.2,20.0,0.09797997946292812,231.5794997735144
2.2500000000000004,20.0,0.10955895445160384,258.72777344723085,2.2500000000000004,20.0,0.10955895445160384,258.72777344723085
2.3,20.0,0.12249534312396539,289.05131936872203,2.3,20.0,0.12249534312396539,289.05131936872203
2.35,20.0,0.13694790909240148,322.91952800481675,2.35,20.0,0.13694790909240148,322.91952800481675
2.4000000000000004,20.0,0.15309388549264233,360.74426933917596,2.4000000000000004,20.0,0.15309388549264233,360.74426933917596
2.4499999999999997,20.0,0.17113109895960113,402.98465568527746,2.4499999999999997,20.0,0.17113109895960113,402.98465568527746
2.5,20.0,0.191280331743865,450.1523080583052,2.5,20.0,0.191280331743865,450.1523080583052
2.5500000000000003,20.0,0.21378794714678026,502.8171716632328,2.5500000000000003,20.0,0.21378794714678026,502.8171716632328
2.6000000000000005,20.0,0.2389288057299419,561.6139281592233,2.6000000000000005,20.0,0.2389288057299419,561.6139281592233
2.65,20.0,0.2670095021379031,627.2490539549449,2.65,20.0,0.2670095021379031,627.2490539549449
2.7,20.0,0.2983719548356503,700.508574648301,2.7,20.0,0.2983719548356503,700.508574648301
2.7500000000000004,20.0,0.33339738356806536,782.2665655595201,2.7500000000000004,20.0,0.33339738356806536,782.2665655595201
2.8,20.0,0.37251071184604134,873.4944467573517,2.8,20.0,0.37251071184604134,873.4944467573517
2.85,20.0,0.4161854341839089,975.2711175951455,2.85,20.0,0.4161854341839089,975.2711175951455
2.9000000000000004,20.0,0.4649489900636662,1088.7939700034328,2.9000000000000004,20.0,0.4649489900636662,1088.7939700034328
2.9499999999999997,20.0,0.5193886885638378,1215.3908109527422,2.9499999999999997,20.0,0.5193886885638378,1215.3908109527422
3.0,20.0,0.5801582291114749,1356.5327117876805,3.0,20.0,0.5801582291114749,1356.5327117876805
3.0500000000000003,20.0,0.6479848647008589,1513.847784563296,3.0500000000000003,20.0,0.6479848647008589,1513.847784563296
3.1000000000000005,20.0,0.7236772539290237,1689.1358619312248,3.1000000000000005,20.0,0.7236772539290237,1689.1358619312248
3.15,20.0,0.808134047025585,1884.384026176285,3.15,20.0,0.808134047025585,1884.384026176285
3.2,20.0,0.9023532483343992,2101.782893143484,3.2,20.0,0.9023532483343992,2101.782893143484
3.2500000000000004,20.0,1.0074423929915735,2343.7435062717445,3.2500000000000004,20.0,1.0074423929915735,2343.7435062717445
3.3,20.0,1.1246295683051606,2612.914632838683,3.3,20.0,1.1246295683051606,2612.914632838683
3.35,20.0,1.2552752999470949,2912.2001767645506,3.35,20.0,1.2552752999470949,2912.2001767645506
3.4000000000000004,20.0,1.4008853087853224,3244.7763278217817,3.4000000000000004,20.0,1.4008853087853224,3244.7763278217817
3.45,20.0,1.5631241251764114,3614.1079538370786,3.45,20.0,1.5631241251764114,3614.1079538370786
3.5,20.0,1.7438295228682654,4023.9636087337603,3.5,20.0,1.7438295228682654,4023.9636087337603
3.5500000000000003,20.0,1.9450277033049534,4478.428373900805,3.5500000000000003,20.0,1.9450277033049534,4478.428373900805
3.6000000000000005,20.0,2.1689491219999937,4981.913573222033,3.6000000000000005,20.0,2.1689491219999937,4981.913573222033
3.65,20.0,2.4180448006610953,5539.162204478327,3.65,20.0,2.4180448006610953,5539.162204478327
3.7,20.0,2.6950029108850115,6155.248715224004,3.7,20.0,2.6950029108850115,6155.248715224004
3.7500000000000004,20.0,3.002765346646212,6835.5715260699035,3.7500000000000004,20.0,3.002765346646212,6835.5715260699035
3.8,20.0,3.344543922949707,7585.836478902917,3.8,20.0,3.344543922949707,7585.836478902917
3.85,20.0,3.723835746894853,8412.029177159891,3.85,20.0,3.723835746894853,8412.029177159891
3.9000000000000004,20.0,4.144437205752848,9320.374010983443,3.9000000000000004,20.0,4.144437205752848,9320.374010983443
3.95,20.0,4.61045590630202,10317.277549792441,3.95,20.0,4.61045590630202,10317.277549792441
4.0,20.0,5.126319783791642,11409.253973557148,4.0,20.0,5.126319783791642,11409.253973557148
4.05,20.0,5.6967824824695,12602.83034384788,4.05,20.0,5.6967824824695,12602.83034384788
4.1000000000000005,20.0,6.326923999661894,13904.429834014512,4.1000000000000005,20.0,6.326923999661894,13904.429834014512
4.15,20.0,7.022145491362619,15320.231594697496,4.15,20.0,7.022145491362619,15320.231594697496
4.2,20.0,7.788157071097494,16856.006773881792,4.2,20.0,7.788157071097494,16856.006773881792
4.25,20.0,8.630957409791584,18516.931377715693,4.25,20.0,8.630957409791584,18516.931377715693
4.3,20.0,9.556803978677369,20307.378167636023,4.3,20.0,9.556803978677369,20307.378167636023
4.3500000000000005,20.0,10.57217288705917,22230.691628027726,4.3500000000000005,20.0,10.57217288705917,22230.691628027726
4.4,20.0,11.683707468460556,24288.952149996225,4.4,20.0,11.683707468460556,24288.952149996225
4.45,20.0,12.898155075960368,26482.737849065048,4.45,20.0,12.898155075960368,26482.737849065048
4.500000000000001,20.0,14.22229196841362,28810.89469373778,4.500000000000001,20.0,14.22229196841362,28810.89469373778
4.55,20.0,15.66283670310051,31270.327632305405,4.55,20.0,15.66283670310051,31270.327632305405
4.6,20.0,17.22635308471578,33855.826881895766,4.6,20.0,17.22635308471578,33855.826881895766
4.65,20.0,18.91914442881057,36559.94417799979,4.65,20.0,18.91914442881057,36559.94417799979
4.7,20.0,20.74714163771056,39372.93328332006,4.7,20.0,20.74714163771056,39372.93328332006
4.75,20.0,22.71578830187656,42282.76720006184,4.75,20.0,22.71578830187656,42282.76720006184
4.800000000000001,20.0,24.829926661879654,45275.24122401346,4.800000000000001,20.0,24.829926661879654,45275.24122401346
4.8500000000000005,20.0,27.093688723080326,48334.166301667115,4.8500000000000005,20.0,27.093688723080326,48334.166301667115
4.8999999999999995,20.0,29.51039703816368,51441.65138731719,4.8999999999999995,20.0,29.51039703816368,51441.65138731719
4.95,20.0,32.08247960752954,54578.46713023727,4.95,20.0,32.08247960752954,54578.46713023727
5.0,20.0,34.811402964041406,57724.47689416568,5.0,20.0,34.811402964041406,57724.47689416568
5.050000000000001,20.0,37.69762680874969,61419.72376245407,5.050000000000001,20.0,37.69762680874969,61419.72376245407
5.1000000000000005,20.0,40.76861299687239,64914.35095769006,5.1000000000000005,20.0,40.76861299687239,64914.35095769006
5.15,20.0,44.014330544756895,68008.7308435291,5.15,20.0,44.014330544756895,68008.7308435291
5.200000000000001,20.0,47.41476708693335,70631.43368280507,5.200000000000001,20.0,47.41476708693335,70631.43368280507
5.25,20.0,50.946338771073606,72874.18746936346,5.25,20.0,50.946338771073606,72874.18746936346
5.3,20.0,54.59004814454178,74961.03580063964,5.3,20.0,54.59004814454178,74961.03580063964
5.3500000000000005,20.0,58.33809993457376,77159.41492736521,5.3500000000000005,20.0,58.33809993457376,77159.41492736521
5.4,20.0,62.19607068094202,79666.69098657352,5.4,20.0,62.19607068094202,79666.69098657352
5.45,20.0,66.1794052302707,82518.71731634134,5.45,20.0,66.1794052302707,82518.71731634134
5.500000000000001,20.0,70.30534109608777,85560.60171123807,5.500000000000001,20.0,70.30534109608777,85560.60171123807
5.55,20.0,74.58337118164968,88495.77343523316,5.55,20.0,74.58337118164968,88495.77343523316
5.6,20.0,79.00815985341134,90997.16229124254,5.6,20.0,79.00815985341134,90997.16229124254
5.65,20.0,83.55801796797347,92837.37842394959,5.65,20.0,83.55801796797347,92837.37842394959
5.7,20.0,88.19988688917095,93984.92654820501,5.7,20.0,88.19988688917095,93984.92654820501
5.75,20.0,92.8991332165812,94625.47170953445,5.75,20.0,92.8991332165812,94625.47170953445
5.800000000000001,20.0,97.63040680205793,95096.61888090397,5.800000000000001,20.0,97.63040680205793,95096.61888090397
5.8500000000000005,20.0,102.38523774610313,95759.74960846649,5.8500000000000005,20.0,102.38523774610313,95759.74960846649
5.8999999999999995,20.0,107.17322522652645,96858.7741968431,5.8999999999999995,20.0,107.17322522652645,96858.7741968431
5.95,20.0,112.01616393636861,98422.21249646766,5.95,20.0,112.01616393636861,98422.21249646766
6.0,20.0,116.937274561192,100248.79944728743,6.0,20.0,116.937274561192,100248.79944728743
6.050000000000001,20.0,121.94971453355637,101984.08101911435,6.050000000000001,20.0,121.94971453355637,101984.08101911435
6.1000000000000005,20.0,127.0489185845121,103259.23643729454,6.1000000000000005,20.0,127.0489185845121,103259.23643729454
6.15,20.0,132.21188040637682,103838.15210118312,6.15,20.0,132.21188040637682,103838.15210118312
6.200000000000001,20.0,137.40378801143598,103714.76121166852,6.200000000000001,20.0,137.40378801143598,103714.76121166852
6.25,20.0,142.5895260720194,103121.61222679763,6.25,20.0,142.5895260720194,103121.61222679763
6.3,20.0,147.74560668335928,102445.17884814047,6.3,20.0,147.74560668335928,102445.17884814047
6.3500000000000005,20.0,152.8678656257663,102080.01566125832,6.3500000000000005,20.0,152.8678656257663,102080.01566125832
6.4,20.0,157.97186640882924,102278.10078895681,6.4,20.0,157.97186640882924,102278.10078895681
6.45,20.0,163.0857714482771,103052.024535007,6.45,20.0,163.0857714482771,103052.024535007
6.500000000000001,20.0,168.23837267502745,104170.09406370753,6.500000000000001,20.0,168.23837267502745,104170.09406370753
6.550000000000001,20.0,173.44687737821283,105245.89579204537,6.550000000000001,20.0,173.44687737821283,105245.89579204537
6.6,20.0,178.7091721678151,105888.18989417543,6.6,20.0,178.7091721678151,105888.18989417543
6.65,20.0,184.00358166252386,105853.45831616073,6.65,20.0,184.00358166252386,105853.45831616073
6.7,20.0,189.29625457833188,105142.15618172061,6.7,20.0,189.29625457833188,105142.15618172061
6.75,20.0,194.5533623874179,104001.25855779504,6.75,20.0,194.5533623874179,104001.25855779504
6.800000000000001,20.0,199.75342531530765,102831.75138539061,6.800000000000001,20.0,199.75342531530765,102831.75138539061
6.8500000000000005,20.0,204.89501288457717,102036.37557774331,6.8500000000000005,20.0,204.89501288457717,102036.37557774331
6.9,20.0,209.99683166346435,101866.05039753439,6.9,20.0,209.99683166346435,101866.05039753439
6.95,20.0,215.09013418334106,102324.05100301008,6.95,20.0,215.09013418334106,102324.05100301008
7.0,20.0,220.20633673349158,103164.92548368679,7.0,20.0,220.20633673349158,103164.92548368679
7.050000000000001,20.0,225.36458300767592,103988.79072647281,7.050000000000001,20.0,225.36458300767592,103988.79072647281
7.1000000000000005,20.0,230.56402254399956,104395.0090138977,7.1000000000000005,20.0,230.56402254399956,104395.0090138977
7.15,20.0,235.78377299469443,104136.39537268324,7.15,20.0,235.78377299469443,104136.39537268324
7.200000000000001,20.0,240.9905927633286,103214.82174744917,7.200000000000001,20.0,240.9905927633286,103214.82174744917
7.25,20.0,246.15133385070106,101881.48780304754,7.25,20.0,246.15133385070106,101881.48780304754
7.3,20.0,251.24540824085344,100541.63530580568,7.3,20.0,251.24540824085344,100541.63530580568
7.3500000000000005,20.0,256.2724900061437,99600.10135672084,7.3500000000000005,20.0,256.2724900061437,99600.10135672084
7.4,20.0,261.25249507397973,99306.80074664616,7.4,20.0,261.25249507397973,99306.80074664616
7.45,20.0,266.217835111312,99661.30019263357,7.45,20.0,266.217835111312,99661.30019263357
7.500000000000001,20.0,271.2009001209437,100413.06356283175,7.500000000000001,20.0,271.2009001209437,100413.06356283175
7.550000000000001,20.0,276.22155329908526,101157.34940817786,7.550000000000001,20.0,276.22155329908526,101157.34940817786
7.6,20.0,281.27942076949415,101490.1369431408,7.6,20.0,281.27942076949415,101490.1369431408
7.65,20.0,286.3539276166512,101162.85329601461,7.65,20.0,286.3539276166512,101162.85329601461
7.7,20.0,291.412070281452,100177.72444427616,7.7,20.0,291.412070281452,100177.72444427616
7.75,20.0,296.42095650366576,98787.25906090574,7.75,20.0,296.42095650366576,98787.25906090574
7.800000000000001,20.0,301.36031945671107,97398.02371612063,7.800000000000001,20.0,301.36031945671107,97398.02371612063
7.850000000000001,20.0,306.2302206425171,96415.4648163346,7.850000000000001,20.0,306.2302206425171,96415.4648163346
7.9,20.0,311.05099388333383,96089.08285763438,7.9,20.0,311.05099388333383,96089.08285763438
7.95,20.0,315.8554480262155,96417.14469490915,7.95,20.0,315.8554480262155,96417.14469490915
8.0,20.0,320.676305260961,97147.3735638966,8.0,20.0,320.676305260961,97147.3735638966
8.05,20.0,325.5336739391558,97873.37806087646,8.05,20.0,325.5336739391558,97873.37806087646
8.1,20.0,330.4273428421996,98189.9893014835,8.1,20.0,330.4273428421996,98189.9893014835
8.15,20.0,335.3368423072738,97848.15593349829,8.15,20.0,335.3368423072738,97848.15593349829
8.200000000000001,20.0,340.2292501039487,96850.2069471967,8.200000000000001,20.0,340.2292501039487,96850.2069471967
8.25,20.0,345.07176045130853,95449.07210882405,8.25,20.0,345.07176045130853,95449.07210882405
8.3,20.0,349.84421405674976,94051.74511987294,8.3,20.0,349.84421405674976,94051.74511987294
8.35,20.0,354.5468013127434,93063.86366033203,8.35,20.0,354.5468013127434,93063.86366033203
8.4,20.0,359.19999449576,92734.78237038926,8.4,20.0,359.19999449576,92734.78237038926
8.450000000000001,20.0,363.83673361427947,93062.33134847504,8.450000000000001,20.0,363.83673361427947,93062.33134847504
8.5,20.0,368.4898501817032,93793.65339837754,8.5,20.0,368.4898501817032,93793.65339837754
8.55,20.0,373.17953285162207,94521.80838908163,8.55,20.0,373.17953285162207,94521.80838908163
8.6,20.0,377.90562327107614,94841.24573462806,8.6,20.0,377.90562327107614,94841.24573462806
8.65,20.0,382.64768555780756,94502.75424512695,8.65,20.0,382.64768555780756,94502.75424512695
8.700000000000001,20.0,387.3728232700639,93508.69539518584,8.700000000000001,20.0,387.3728232700639,93508.69539518584
8.75,20.0,392.0482580398232,92112.13656184185,8.75,20.0,392.0482580398232,92112.13656184185
8.8,20.0,396.65386486791533,90720.21114490638,8.8,20.0,396.65386486791533,90720.21114490638
8.85,20.0,401.18987542516066,89738.61885163291,8.85,20.0,401.18987542516066,89738.61885163291
8.9,20.0,405.6768063677423,89416.66535588434,8.9,20.0,405.6768063677423,89416.66535588434
8.95,20.0,410.1476396355365,89752.03609923775,8.95,20.0,410.1476396355365,89752.03609923775
9.000000000000002,20.0,414.6352414404984,90491.68208960054,9.000000000000002,20.0,414.6352414404984,90491.68208960054
9.05,20.0,419.15982554497845,91228.48204081134,9.05,20.0,419.15982554497845,91228.48204081134
9.1,20.0,423.721249647019,91556.75939445206,9.1,20.0,423.721249647019,91556.75939445206
9.15,20.0,428.29908761674164,91227.25018039106,9.15,20.0,428.29908761674164,91227.25018039106
9.2,20.0,432.8604501257612,90242.32650200595,9.2,20.0,432.8604501257612,90242.32650200595
9.250000000000002,20.0,437.3725664508615,88855.10101736138,9.250000000000002,20.0,437.3725664508615,88855.10101736138
9.3,20.0,441.81532150172956,87472.7531053304,9.3,20.0,441.81532150172956,87472.7531053304
9.350000000000001,20.0,446.1889591569961,86501.00288030645,9.350000000000001,20.0,446.1889591569961,86501.00288030645
9.4,20.0,450.5140093010114,86189.13988345419,9.4,20.0,450.5140093010114,86189.13988345419
9.45,20.0,454.8234662951841,86534.8019306412,9.45,20.0,454.8234662951841,86534.8019306412
9.5,20.0,459.15020639171615,87284.8769031648,9.5,20.0,459.15020639171615,87284.8769031648
9.55,20.0,463.5144502368744,88032.18391298281,9.55,20.0,463.5144502368744,88032.18391298281
9.600000000000001,20.0,467.9160594325235,88371.00498687437,9.600000000000001,20.0,467.9160594325235,88371.00498687437
9.65,20.0,472.3346096818672,88052.05885092515,9.65,20.0,472.3346096818672,88052.05885092515
9.700000000000001,20.0,476.7372126244135,87077.72118885971,9.700000000000001,20.0,476.7372126244135,87077.72118885971
9.75,20.0,481.09109868385644,85701.11965098596,9.75,20.0,481.09109868385644,85701.11965098596
9.799999999999999,20.0,485.37615466640574,84329.44883907547,9.799999999999999,20.0,485.37615466640574,84329.44883907547
9.850000000000001,20.0,489.5926271083595,83368.43567167217,9.850000000000001,20.0,489.5926271083595,83368.43567167217
9.9,20.0,493.7610488919431,83067.36446495834,9.9,20.0,493.7610488919431,83067.36446495834
9.950000000000001,20.0,497.91441711519104,83423.85744305927,9.950000000000001,20.0,497.91441711519104,83423.85744305927
10.0,20.0,502.085609987344,84184.78179426849,10.0,20.0,502.085609987344,84184.78179426849
10.05,20.0,506.29484907705745,84942.93709991802,10.05,20.0,506.29484907705745,84942.93709991802
10.100000000000001,20.0,510.54199593205334,85292.5918452214,10.100000000000001,20.0,510.54199593205334,85292.5918452214
10.15,20.0,514.8066255243144,84984.45915337332,10.15,20.0,514.8066255243144,84984.45915337332
10.200000000000001,20.0,519.055848481983,84020.91598092738,10.200000000000001,20.0,519.055848481983,84020.91598092738
10.25,20.0,523.2568942810294,82655.09500792876,10.25,20.0,523.2568942810294,82655.09500792876
10.3,20.0,527.3896490314258,81294.1959416036,10.3,20.0,527.3896490314258,81294.1959416036
10.35,20.0,531.454358828506,80343.94803418084,10.35,20.0,531.454358828506,80343.94803418084
10.400000000000002,20.0,535.471556230215,80053.63397526517,10.400000000000002,20.0,535.471556230215,80053.63397526517
10.450000000000001,20.0,539.4742379289783,80420.87094949196,10.450000000000001,20.0,539.4742379289783,80420.87094949196
10.5,20.0,543.4952814764529,81192.51942622784,10.5,20.0,543.4952814764529,81192.51942622784
10.55,20.0,547.5549074477643,81961.37265044599,10.55,20.0,547.5549074477643,81961.37265044599
10.6,20.0,551.6529760802866,82321.6947424741,10.6,20.0,551.6529760802866,82321.6947424741
10.65,20.0,555.7690608174104,82024.19707383943,10.65,20.0,555.7690608174104,82024.19707383943
10.700000000000001,20.0,559.8702706711024,81071.25711265598,10.700000000000001,20.0,559.8702706711024,81071.25711265598
10.75,20.0,563.9238335267352,79716.00928700047,10.75,20.0,563.9238335267352,79716.00928700047
10.8,20.0,567.9096339910852,78365.65507673654,10.8,20.0,567.9096339910852,78365.65507673654
10.85,20.0,571.827916744922,77425.92459394746,10.85,20.0,571.827916744922,77425.92459394746
10.9,20.0,575.6992129746194,77146.1000840682,10.9,20.0,575.6992129746194,77146.1000840682
10.95,20.0,579.5565179788229,77523.79716373756,10.95,20.0,579.5565179788229,77523.79716373756
11.000000000000002,20.0,583.4327078370097,78305.87418115966,11.000000000000002,20.0,583.4327078370097,78305.87418115966
11.05,20.0,587.3480015460677,79085.12238578395,11.05,20.0,587.3480015460677,79085.12238578395
11.1,20.0,591.3022576653569,79455.80455111025,11.1,20.0,591.3022576653569,79455.80455111025
11.15,20.0,595.2750478929124,79168.63156178723,11.15,20.0,595.2750478929124,79168.63156178723
11.2,20.0,599.2334794710018,78225.98114377796,11.2,20.0,599.2334794710018,78225.98114377796
11.250000000000002,20.0,603.1447785281907,76880.98838972884,11.250000000000002,20.0,603.1447785281907,76880.98838972884
11.3,20.0,606.9888279476771,75540.85545185271,11.3,20.0,606.9888279476771,75540.85545185271
11.350000000000001,20.0,610.7658707202697,74611.3128137787,11.350000000000001,20.0,610.7658707202697,74611.3128137787
11.4,20.0,614.4964363609587,74341.6426628921,11.4,20.0,614.4964363609587,74341.6426628921
11.45,20.0,618.2135184941033,74729.46018750855,11.45,20.0,618.2135184941033,74729.46018750855
11.5,20.0,621.9499915034787,75521.62312509514,11.5,20.0,621.9499915034787,75521.62312509514
11.55,20.0,625.7260726597335,76310.92215541091,11.55,20.0,625.7260726597335,76310.92215541091
11.600000000000001,20.0,629.541618767504,76691.61969549871,11.600000000000001,20.0,629.541618767504,76691.61969549871
11.65,20.0,633.3761997522789,76414.42655632764,11.65,20.0,633.3761997522789,76414.42655632764
11.700000000000001,20.0,637.1969210800953,75481.72063502904,11.700000000000001,20.0,637.1969210800953,75481.72063502904
11.75,20.0,640.9710071118468,74146.63732899581,11.75,20.0,640.9710071118468,74146.63732899581
11.799999999999999,20.0,644.6783389782966,72816.37909743773,11.799999999999999,20.0,644.6783389782966,72816.37909743773
11.850000000000001,20.0,648.3191579331684,71896.67663164865,11.850000000000001,20.0,648.3191579331684,71896.67663164865
11.9,20.0,651.9139917647508,71636.8121849506,11.9,20.0,651.9139917647508,71636.8121849506
11.950000000000001,20.0,655.4958323739983,72034.40088939683,11.950000000000001,20.0,655.4958323739983,72034.40088939683
12.0,20.0,659.0975524184681,72836.300365837,12.0,20.0,659.0975524184681,72836.300365837
12.05,20.0,662.73936743676,73635.30119061978,12.05,20.0,662.73936743676,73635.30119061978
12.100000000000001,20.0,666.421132496291,74025.66574726906,12.100000000000001,20.0,666.421132496291,74025.66574726906
12.15,20.0,670.1224157836544,73758.1049060206,12.15,20.0,670.1224157836544,73758.1049060206
12.200000000000001,20.0,673.8103210289555,72834.99670357276,12.200000000000001,20.0,673.8103210289555,72834.99670357276
12.25,20.0,677.4520708641342,71509.47672055793,12.25,20.0,677.4520708641342,71509.47672055793
12.3,20.0,681.027544700162,70188.74759986631,12.3,20.0,681.027544700162,70188.74759986631
12.35,20.0,684.5369820801553,69278.54018347422,12.35,20.0,684.5369820801553,69278.54018347422
12.400000000000002,20.0,688.0009090893291,69028.13682843262,12.400000000000002,20.0,688.0009090893291,69028.13682843262
12.450000000000001,20.0,691.4523159307507,69435.15273000023,12.450000000000001,20.0,691.4523159307507,69435.15273000023
12.5,20.0,694.9240735672507,70246.44555206838,12.5,20.0,694.9240735672507,70246.44555206838
12.55,20.0,698.4363958448541,71054.80591808076,12.55,20.0,698.4363958448541,71054.80591808076
12.6,20.0,701.9891361407582,71454.49628137077,12.6,20.0,701.9891361407582,71454.49628137077
12.65,20.0,705.5618609548268,71196.22761223595,12.65,20.0,705.5618609548268,71196.22761223595
12.700000000000001,20.0,709.1216723354386,70282.3780735796,12.700000000000001,20.0,709.1216723354386,70282.3780735796
12.750000000000002,20.0,712.6357912391176,68966.08338632541,12.750000000000002,20.0,712.6357912391176,68966.08338632541
12.8,20.0,716.0840954084339,67654.54633351132,12.8,20.0,716.0840954084339,67654.54633351132
12.85,20.0,719.4668227251094,66753.49788611064,12.85,20.0,719.4668227251094,66753.49788611064
12.9,20.0,722.804497619415,66512.22051442736,12.9,20.0,722.804497619415,66512.22051442736
12.950000000000001,20.0,726.1301086451364,66928.32951334753,12.950000000000001,20.0,726.1301086451364,66928.32951334753
13.000000000000002,20.0,729.4765251208038,67748.6826394669,13.000000000000002,20.0,729.4765251208038,67748.6826394669
13.05,20.0,732.8639592527771,68566.07060998416,13.05,20.0,732.8639592527771,68566.07060998416
13.100000000000001,20.0,736.2922627832763,68974.75597918234,13.100000000000001,20.0,736.2922627832763,68974.75597918234
13.15,20.0,739.7410005822354,68725.44982798568,13.15,20.0,739.7410005822354,68725.44982798568
13.2,20.0,743.1772730736348,67820.53043824935,13.2,20.0,743.1772730736348,67820.53043824935
13.250000000000002,20.0,746.5682995955473,66513.13365420655,13.250000000000002,20.0,746.5682995955473,66513.13365420655
13.3,20.0,749.8939562782576,65210.46238187848,13.3,20.0,749.8939562782576,65210.46238187848
13.350000000000001,20.0,753.1544793973516,64318.24771127318,13.350000000000001,20.0,753.1544793973516,64318.24771127318
